login_location_diff,login_ip_diff,behavior_anomaly,failed_logins,successful_logins,account_age_days,password_change_freq,suspicious_activity,login_time_diff,access_device_change,email_change,ip_blacklisted,password_strength,account_locked,multiple_failed_logins,unusual_time_logins,login_frequency,suspicious_ips,device_fingerprint_change,high_risk_location,account_role_change,access_time_hours,unusual_login_location,file_access_frequency,unauthorized_app_access,data_exfiltration_attempts,network_anomalies,login_duration,high_volume_downloads,unusual_login_ip_range,multi_factor_auth_enabled,account_privilege_changes,email_forwarding,system_alerts_generated,remote_access,suspicious_file_modifications,unusual_file_uploads,compromised_device,access_to_restricted_areas,unusual_account_activity,external_links_in_emails,data_access_by_role,compromised
0,1,1,1,21,941,327,1,12.41976950624678,1,0,1,7,0,0,0,12,2,1,0,0,2,1,1,1,3,1,1.1523608303013395,1,0,0,1,1,2,1,1,0,1,1,1,1,1,1
0,0,1,1,21,2296,38,0,4.766668447163999,0,1,1,9,1,0,1,10,0,0,1,0,2,0,5,1,1,1,25.277137649193804,0,0,0,0,1,1,1,2,1,1,0,0,0,3,1
1,0,1,1,13,1269,310,0,24.099632993808868,1,0,1,6,0,3,1,19,0,1,1,0,1,1,2,0,2,1,8.098879559325145,2,0,0,0,0,0,0,1,0,1,0,0,1,2,1
0,1,1,1,20,939,287,1,41.92879294603317,0,1,0,1,0,3,0,11,1,1,0,1,5,0,6,0,1,0,54.212559948414,1,0,1,0,1,1,0,1,1,0,0,1,1,3,1
1,1,0,3,17,1610,304,1,9.938544251440652,0,1,1,2,0,1,0,9,1,1,0,0,3,1,1,1,0,0,85.44894104589885,1,0,0,1,0,4,1,1,0,1,0,0,0,4,0
1,0,1,2,25,2204,267,1,7.407505486836275,0,1,1,4,0,1,1,5,0,0,0,0,6,1,3,0,1,0,8.172320881874064,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1
1,1,0,5,22,2782,49,1,22.140254919104514,0,1,0,4,0,0,1,15,1,0,1,1,3,1,8,0,1,0,17.886026593508923,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
0,0,1,1,26,1725,262,0,5.064750280105779,1,0,0,2,1,0,1,12,2,1,1,0,3,0,2,0,1,0,29.65476206551019,1,0,0,1,0,3,1,0,1,0,1,0,2,1,1
1,0,0,3,21,984,250,0,32.95357383672153,0,0,1,8,0,1,1,9,2,1,1,1,6,0,3,0,1,1,2.634303144912062,1,1,0,0,0,2,0,0,0,0,0,1,1,2,0
0,0,0,2,17,1587,355,0,27.89219510593947,1,1,1,2,1,0,1,11,0,0,0,1,8,0,2,1,2,1,24.720438963853965,0,1,0,1,0,4,0,1,0,0,0,1,0,1,0
1,1,1,3,10,3159,46,1,2.7332781162964603,0,0,0,3,1,0,0,9,4,1,0,1,4,0,3,1,0,1,47.33127209466406,3,1,0,0,1,0,0,1,1,0,0,0,2,1,1
1,1,0,3,27,1336,118,0,1.1161182827750145,1,1,1,4,0,0,1,10,3,0,1,0,5,1,5,0,0,1,3.9325288453360607,5,1,0,1,0,1,1,1,1,0,0,1,1,2,1
1,1,0,3,16,1874,225,1,29.050317809650984,1,0,1,9,1,1,1,9,0,0,1,0,4,1,3,0,1,0,36.49103716580217,1,1,1,0,0,1,1,1,0,0,1,1,3,4,0
1,1,1,0,26,3137,113,1,10.45668715657551,1,0,1,10,0,0,1,8,1,0,0,0,6,0,2,1,1,0,2.4569951318121683,1,1,0,1,0,2,0,1,1,0,0,0,1,3,1
1,1,0,3,22,661,116,1,2.7123756428374737,1,1,0,1,1,0,1,8,1,0,1,0,3,0,6,0,0,0,16.80056612677422,1,0,0,1,0,0,0,0,0,1,0,1,1,3,0
1,0,1,2,17,3091,336,0,42.7421636484033,1,1,1,8,1,0,1,10,0,0,1,0,5,0,1,0,2,0,8.291035419776112,1,0,1,1,0,2,1,2,1,0,0,0,2,1,1
1,0,1,1,17,32,183,0,11.308253929625314,0,1,0,5,1,1,1,9,4,1,1,1,3,0,3,0,1,1,12.762419943368208,4,1,1,1,1,2,1,1,1,1,1,1,1,3,1
1,0,1,2,24,1816,257,1,18.463345185314214,1,1,0,7,0,3,0,9,2,0,0,1,7,1,1,1,0,1,7.151569457232135,1,1,0,0,0,4,0,2,0,0,0,0,1,4,1
0,0,0,3,32,2605,293,0,8.107562924374838,0,0,0,8,1,0,0,16,0,1,0,1,4,0,5,0,1,1,6.0366847821048655,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
0,1,0,0,14,2120,252,1,29.61081890653667,1,1,1,5,1,0,0,8,1,1,1,1,6,1,3,0,0,0,27.184418715483748,1,0,0,1,1,1,1,0,0,1,0,0,1,2,0
1,0,0,2,23,1889,150,1,10.764105461685652,0,0,0,8,1,0,1,11,0,1,1,0,6,1,2,0,0,1,5.049212935482385,3,0,0,0,0,3,1,2,0,0,0,0,0,3,1
1,1,1,0,16,2872,202,1,103.28023887531477,0,1,1,10,0,1,1,6,1,0,0,1,3,1,4,0,1,1,10.498931947159104,4,1,1,1,0,0,0,0,0,0,0,1,1,5,0
1,0,0,0,17,3414,33,0,36.41539655365816,0,0,0,8,0,0,0,10,0,1,0,1,4,0,7,0,2,0,6.419457711719624,2,1,1,1,0,0,1,0,0,1,0,0,5,3,0
0,1,1,2,22,1156,157,0,4.410564834571627,1,1,1,9,1,2,1,7,2,1,1,0,11,0,2,1,0,0,5.452850290548904,4,1,1,1,1,1,1,0,1,1,1,0,2,3,0
1,1,1,1,16,3126,139,1,16.171343954462714,0,0,1,2,1,0,1,12,1,1,1,1,7,0,0,0,0,1,19.728691256757088,4,1,1,0,1,3,1,2,1,0,1,0,1,2,0
0,0,0,0,17,60,66,0,14.604538821238018,1,0,1,3,1,0,1,7,1,0,1,0,3,0,2,1,0,0,0.9298570416731715,3,1,1,0,1,2,0,0,0,0,0,1,3,0,0
0,0,1,1,18,1543,100,0,22.92300198062315,1,0,0,1,1,4,0,8,0,1,0,0,2,1,2,1,0,1,31.108346824337136,3,1,0,0,0,4,1,1,1,1,1,0,1,0,1
0,0,0,2,18,271,318,0,55.341647192026265,0,1,1,4,0,0,0,11,3,0,1,0,4,0,4,0,0,1,15.803475465118265,2,0,1,0,0,7,0,0,1,0,0,1,0,1,0
0,0,0,3,11,2293,60,0,26.2704478933798,0,1,1,5,0,1,0,11,1,0,1,1,11,1,1,0,0,1,35.25614083422098,4,0,0,1,1,2,1,0,1,0,1,1,2,1,0
0,1,0,4,13,1199,297,1,1.9059844940426833,1,1,0,1,0,2,1,9,0,1,1,1,7,0,3,0,0,1,4.790946800886441,1,0,1,1,1,0,1,0,1,0,0,1,2,2,1
1,0,0,2,17,2675,40,0,31.962495201527368,1,1,0,8,1,1,0,6,2,1,1,1,4,1,2,0,1,1,24.716566310762424,1,1,1,0,1,2,0,0,1,1,0,0,0,0,0
1,0,0,2,26,3388,357,1,0.2489893473137062,1,0,1,2,0,1,0,10,1,0,1,1,4,1,5,0,1,0,10.914686111706654,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,2,24,1806,61,1,45.418440718858506,1,0,0,1,1,1,0,16,0,0,0,1,6,1,4,0,2,0,1.5982738251871362,2,0,0,0,1,4,1,2,0,1,1,0,0,2,1
1,0,1,0,22,2752,86,0,32.955615303408486,1,0,0,2,1,1,1,14,0,1,1,1,8,0,4,0,1,0,27.924986330431445,1,1,0,1,0,1,0,2,1,0,0,1,0,0,0
1,0,1,2,20,2709,195,1,11.079159383890728,1,1,0,5,1,1,0,13,2,1,1,0,4,1,0,0,2,1,28.725432365663398,0,1,0,0,0,0,0,3,1,0,0,1,0,2,0
0,0,0,3,20,1154,217,1,10.378061935510509,0,0,1,9,0,2,0,8,1,1,0,0,7,1,6,0,2,1,6.319350298327503,1,1,0,0,0,2,0,1,0,0,0,1,1,3,1
1,0,0,1,17,1125,48,0,48.02519891065604,1,0,0,9,1,1,1,8,1,1,0,1,9,0,1,0,2,0,49.54972950000149,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0
1,0,0,6,26,309,145,1,45.88232118213795,1,1,1,2,0,0,0,11,1,1,1,1,5,1,5,1,1,0,28.875910046864597,1,1,1,0,0,1,0,0,0,1,1,1,0,4,0
0,1,1,1,30,1315,213,1,13.029938633406077,0,1,0,2,1,0,1,19,1,0,1,0,6,0,8,0,1,0,7.327504487274386,0,0,1,1,0,1,1,1,1,1,1,0,1,3,1
1,0,0,3,22,1745,299,0,10.65518481243128,0,0,0,3,0,2,1,15,0,0,1,0,2,0,4,0,2,1,5.4653017654860765,3,0,1,0,0,2,0,0,0,0,0,0,1,0,1
0,0,1,1,17,2542,62,0,24.617472727459848,0,1,1,7,1,1,0,10,5,0,0,0,4,1,8,0,1,0,11.599568579184155,3,1,1,0,0,1,0,1,0,0,1,1,0,1,0
1,0,1,1,14,3432,39,0,0.2520254551557455,1,1,0,3,0,2,0,10,0,0,0,1,4,1,4,1,0,0,6.928547311637171,2,1,1,1,0,0,1,0,1,1,1,1,1,0,1
0,0,0,3,23,337,109,0,2.5885432013680663,0,1,0,1,1,1,0,9,0,0,0,1,8,0,2,1,1,1,4.893040529658171,0,0,1,0,1,3,1,1,0,1,0,1,2,1,0
1,0,0,3,15,2626,221,0,4.046068836791973,0,1,0,6,0,3,1,15,1,1,0,1,7,1,8,1,1,0,10.18656015589773,4,0,1,0,0,3,0,0,1,1,1,0,0,0,0
1,1,1,3,23,9,349,1,6.152177741842702,1,0,0,3,1,0,0,9,1,0,1,0,9,0,4,0,1,0,0.5208069755185304,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1
0,0,0,1,25,48,219,1,21.52431055936971,1,0,1,1,1,0,0,9,1,1,0,1,8,0,1,1,4,1,10.263603560470747,1,1,0,1,0,5,1,0,1,0,0,0,0,3,0
0,1,1,6,15,1510,97,0,145.77059207073742,1,0,1,4,1,1,0,8,1,0,1,1,5,1,4,0,1,1,5.011904179496035,2,1,1,0,1,1,0,0,1,1,1,1,0,1,1
0,1,0,0,21,2670,154,0,31.719510096001954,1,0,1,1,0,1,1,8,1,0,0,1,5,0,3,0,2,0,6.1395864352054055,2,1,1,1,1,3,0,0,1,0,0,0,0,3,1
0,0,0,1,23,1344,88,1,1.8977416608918576,0,0,1,1,1,1,1,9,2,1,1,1,8,1,2,1,3,1,1.723215567545303,2,1,0,0,0,2,1,2,1,0,1,0,1,6,1
0,0,1,4,21,730,126,0,22.369828628921677,1,1,1,2,1,0,1,11,1,0,1,1,9,1,6,0,2,0,17.779917168684523,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,23,3640,304,0,20.593800430738717,0,0,1,10,1,2,0,10,1,0,1,1,6,0,1,1,2,0,12.773529437838334,0,0,1,1,0,2,1,0,1,0,0,0,1,1,1
0,0,1,5,25,794,178,1,4.670429057293147,1,0,1,8,0,0,0,8,2,0,0,0,8,1,3,1,0,0,27.776140535621625,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0
0,1,0,2,23,3018,307,1,75.87417189634378,0,1,0,2,1,1,1,13,1,0,1,1,4,1,7,1,3,0,87.0084279609771,0,0,0,1,1,1,1,1,0,1,0,1,2,4,0
1,0,1,1,26,1648,294,1,17.435578304708283,1,1,1,2,1,0,0,15,0,1,1,0,3,1,3,0,0,1,2.5460795168988692,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0
1,0,1,0,13,132,38,0,156.41454763321246,1,1,1,10,0,1,0,13,1,0,1,0,4,1,5,0,0,1,6.360766294536667,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1
0,0,0,0,26,2130,312,1,16.3455549059173,1,0,1,10,1,0,1,6,3,0,0,0,6,1,3,0,1,1,22.942659849733822,2,1,1,0,1,2,0,2,1,1,0,0,1,2,1
1,0,1,4,31,2104,302,0,28.091566310858386,0,1,0,8,0,2,1,6,0,0,1,1,8,1,2,0,0,0,5.418125108943659,0,1,0,0,1,3,1,3,1,0,0,1,1,0,1
1,0,0,2,22,375,330,1,3.319988204952587,0,1,1,6,1,1,1,11,2,0,0,1,5,0,1,1,1,0,0.6122259380335742,2,0,1,1,1,4,1,0,1,1,1,1,0,0,1
1,0,0,2,17,2396,37,0,18.16660950101498,0,1,1,4,0,2,0,9,1,0,1,1,6,1,3,0,3,0,2.3263312678820696,5,0,0,1,1,1,1,0,0,1,0,0,1,3,1
1,1,0,1,18,270,237,0,8.184430169968481,1,0,1,3,0,0,0,5,2,0,0,1,7,0,1,1,0,1,11.370045582991287,3,0,0,1,0,0,0,2,0,0,0,0,0,3,0
0,1,1,0,18,1506,154,0,54.157160960030346,0,1,0,1,0,0,0,9,0,0,1,0,5,0,4,0,1,0,11.26992898370581,3,0,0,1,1,6,0,0,1,0,1,0,0,2,1
1,0,1,2,20,2158,152,1,45.96313944904919,1,1,1,3,1,2,1,20,1,0,1,1,10,1,4,1,0,0,71.72984433677601,0,0,0,0,1,2,1,2,0,1,1,1,0,4,1
0,0,0,1,26,2916,62,1,52.14883597284841,1,0,0,9,1,0,1,11,1,1,1,0,2,1,6,1,1,0,12.545317498389135,4,1,0,0,0,3,1,2,0,1,0,0,0,1,1
1,0,0,3,20,2934,30,1,38.57820998882537,1,1,0,5,0,0,0,7,4,1,1,1,6,0,5,0,0,1,22.66828054378387,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,12,75,233,0,53.63599196371651,0,0,0,6,1,0,1,8,2,1,0,1,4,0,3,1,2,0,13.55339164733602,1,1,0,0,0,2,1,0,1,1,0,1,2,1,0
1,0,0,1,21,3229,35,1,6.725400779616165,1,0,0,5,1,1,1,8,1,0,1,0,8,1,1,0,2,0,6.291982114933612,0,0,0,1,0,4,0,0,1,0,0,0,2,6,0
0,1,0,1,19,3603,326,1,18.046796384842523,0,1,1,1,0,3,0,6,1,0,1,0,2,0,3,0,0,1,2.228713422357086,1,1,0,1,1,3,1,2,0,1,1,0,1,2,1
1,0,1,4,22,1956,34,0,35.31475429531944,1,0,0,10,0,2,1,8,1,1,1,0,4,0,0,1,1,1,39.1904092647862,4,0,1,0,0,2,1,2,1,1,0,1,2,3,1
0,0,0,3,19,1666,109,0,30.4330287369465,1,1,0,1,0,0,0,8,0,1,0,1,4,1,2,0,1,0,3.31312855982346,3,0,1,1,1,2,0,1,1,1,1,0,1,4,1
1,0,1,2,24,328,303,1,37.800899987382714,1,1,1,4,0,0,1,10,0,1,0,0,7,0,4,1,0,0,2.038298413607012,2,0,1,1,0,1,0,0,1,1,0,0,0,2,0
0,0,0,2,17,2169,206,1,7.618073466703656,0,1,0,3,1,2,0,10,0,1,0,0,8,0,4,0,1,1,4.8116091639387495,0,1,0,0,1,1,0,2,0,0,0,0,0,2,1
1,1,1,2,28,40,350,1,3.1086844249122936,0,1,0,8,1,1,1,8,1,0,1,0,5,1,4,1,0,1,0.04983482089640766,0,1,0,1,0,0,1,1,0,0,1,1,1,2,1
0,1,0,2,10,1190,165,0,74.59760993038212,1,0,0,7,1,0,0,9,0,1,0,1,5,1,4,1,1,1,1.4937198566635455,0,0,0,1,0,4,1,2,1,1,0,1,0,1,0
0,0,0,2,19,2969,54,1,24.641139004377408,0,1,0,7,1,0,1,12,4,0,0,0,4,1,1,0,2,0,20.16794324724108,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0
1,0,1,1,25,2689,354,0,5.010905326458331,0,1,0,8,1,0,1,22,0,1,0,0,8,1,3,0,0,1,5.582313562950737,1,1,0,0,0,2,1,1,0,1,0,0,2,0,0
0,1,0,0,15,3094,212,0,47.31443412675654,1,1,0,10,1,0,1,10,0,0,1,1,5,0,1,1,0,0,8.26527161534549,2,0,1,0,0,1,1,0,0,0,0,0,0,3,0
1,1,1,4,12,2326,197,1,73.92840261210709,1,0,1,7,0,4,1,8,2,0,0,0,4,0,2,0,1,1,36.072563066678235,3,0,1,0,0,1,1,0,1,1,1,1,0,0,0
1,1,0,0,28,2810,207,1,5.574115055368391,0,0,1,10,1,2,1,11,0,0,1,0,6,0,3,1,0,0,29.647259868153498,7,1,0,0,0,1,0,2,1,0,0,0,1,0,0
1,1,1,3,14,2516,124,0,51.01576571465795,1,1,1,2,1,1,0,15,1,0,0,0,2,0,4,0,1,0,13.555246771453593,3,1,1,1,0,3,0,2,0,0,1,1,2,2,0
1,0,1,1,18,3471,62,0,81.19282314843689,1,0,1,4,1,1,0,8,2,1,0,1,6,0,3,1,0,1,18.985405463973336,2,0,0,1,0,0,1,1,0,1,1,0,2,0,0
1,1,1,2,22,2056,140,1,83.59410692520798,0,0,0,6,0,1,0,9,1,0,1,0,7,1,4,0,1,1,1.7943650022235003,0,1,1,0,0,3,1,0,0,0,1,1,1,2,1
1,0,1,2,13,12,175,1,73.65686883769328,0,1,0,3,0,0,1,8,2,0,1,0,4,0,3,1,1,0,28.675662374160936,2,1,0,0,0,2,1,1,0,0,1,1,3,3,0
1,1,0,5,10,923,260,1,23.7175755356029,1,1,0,3,1,1,0,6,3,1,1,0,7,0,7,0,1,1,14.521320857567229,3,1,0,0,0,2,0,1,0,1,1,0,0,1,1
1,1,0,1,24,2970,301,0,13.211542173203329,0,1,1,6,0,0,1,11,0,1,0,0,3,1,0,0,0,0,16.923594472026465,3,0,0,0,0,1,0,2,1,1,1,1,4,2,0
1,1,1,1,19,1842,67,0,0.21898150476191272,0,1,1,1,0,0,1,6,1,1,1,0,7,0,3,1,0,0,21.9039803364563,2,0,0,0,1,2,0,0,1,0,1,0,2,0,1
1,1,1,5,20,3123,164,1,1.885389870966157,1,1,0,1,1,2,0,7,1,1,1,0,2,0,2,1,1,1,13.86995680478585,2,0,0,1,1,4,0,0,1,0,1,1,3,0,1
1,1,1,1,26,1232,363,0,16.802525231449906,1,0,0,5,1,1,0,10,0,0,0,0,3,1,1,1,0,0,14.750034401461733,2,1,1,0,1,2,0,0,0,0,1,0,0,2,1
0,0,0,1,24,3621,264,0,15.291094938346536,1,1,1,1,1,0,1,10,1,1,1,1,5,1,4,1,1,1,13.848372393413012,1,0,0,0,1,2,1,1,1,1,1,1,2,3,1
0,0,0,3,16,3473,348,1,6.126485884071453,1,1,1,10,0,0,1,13,0,0,1,1,4,0,3,1,2,0,13.73604616377505,1,0,0,1,0,2,1,2,1,0,0,1,2,0,0
1,1,0,0,13,1214,189,0,15.099617119509743,0,1,1,8,0,2,0,12,0,1,0,1,5,1,8,1,1,0,27.74231802649885,3,1,1,0,1,2,0,1,1,1,1,1,2,0,0
1,1,0,1,18,3122,67,1,5.758434584843558,0,1,1,2,1,0,0,13,0,0,0,0,6,0,5,0,1,1,11.144671005690004,2,1,1,1,0,1,0,6,1,0,1,1,1,2,1
1,0,1,0,19,3464,179,1,56.67281894695293,1,1,0,6,0,0,1,10,1,1,0,1,4,0,1,0,1,0,0.0579502446772756,2,1,0,0,0,2,0,0,0,1,0,0,1,1,1
1,1,1,0,25,652,337,0,10.622985519203727,1,0,1,10,0,1,1,8,2,1,1,0,7,1,3,1,0,0,18.93825555345399,2,1,1,1,1,3,0,3,1,0,1,1,0,1,0
1,1,1,3,25,1703,58,0,27.381240984225858,1,1,1,10,0,0,0,11,0,1,0,0,5,0,4,0,2,0,61.00903912149168,1,0,0,0,0,4,1,2,0,0,1,1,3,2,0
1,0,0,3,17,620,173,1,20.965485963149387,1,0,0,5,1,1,1,9,2,1,1,0,7,1,4,1,0,1,5.940103443763212,2,0,0,0,1,1,1,0,1,1,1,1,1,2,0
1,1,0,1,16,1962,105,0,1.598291812180887,0,1,0,10,1,1,1,7,0,0,0,1,7,1,5,0,2,1,33.87741573302237,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
1,1,0,2,15,3371,174,1,85.54050167212556,0,1,0,4,1,1,0,12,0,1,0,1,3,0,3,1,1,0,12.157387076392576,2,0,1,1,1,2,1,0,1,0,0,1,0,1,1
0,0,1,0,17,1645,258,0,22.47413279814172,1,1,1,1,1,1,0,12,1,0,0,0,4,0,4,1,2,0,20.599385482330554,3,0,0,0,1,1,0,1,1,0,0,0,1,4,0
1,0,1,0,18,2243,93,0,11.793839681210866,1,0,1,3,1,1,1,9,1,0,1,0,7,1,1,0,2,0,44.30499274382653,4,1,0,1,0,2,0,1,0,0,1,0,1,5,0
0,0,0,4,27,416,298,0,5.163767888049766,0,1,1,4,0,0,1,10,1,1,1,1,6,1,0,1,0,1,29.481854434574785,4,1,0,0,1,2,0,0,0,0,1,0,0,0,1
1,1,1,1,18,663,357,1,12.398566811252,0,1,1,2,0,1,0,6,1,1,1,1,5,1,3,0,1,0,43.18240697471143,2,1,0,1,1,3,1,3,0,1,1,1,0,0,0
1,0,0,4,30,3491,213,0,0.6217466259389269,0,1,0,2,0,1,1,8,0,0,1,1,3,1,0,0,1,0,0.191311670857013,1,0,0,1,0,2,1,2,0,0,1,0,2,4,0
0,0,0,4,17,1778,290,1,13.555866976682976,0,1,0,2,0,0,0,9,2,0,1,1,6,0,4,0,1,1,4.148233589846464,4,0,0,0,1,2,1,2,1,1,0,0,1,0,0
1,0,1,4,17,3593,297,1,22.745674199527528,1,1,1,1,0,1,1,10,1,0,0,1,6,1,2,0,2,1,11.015404946531955,0,0,0,0,0,1,1,2,1,1,1,1,0,2,1
0,0,0,2,24,1379,198,1,61.640418190731545,0,1,1,10,0,2,0,5,1,0,0,1,6,0,4,0,0,0,37.656689863390916,1,0,1,1,1,2,1,0,0,1,1,0,0,3,1
1,0,1,2,22,147,288,0,34.88247081492269,0,1,1,2,1,2,1,13,0,0,0,1,5,1,5,0,0,1,36.45162418945135,3,0,0,0,1,5,0,2,1,1,0,1,1,2,0
1,0,0,3,21,2045,256,1,3.5493983545549534,0,0,0,6,1,1,1,7,5,1,0,0,3,1,5,0,1,0,4.094787340763358,3,0,0,1,0,0,1,2,1,1,0,0,0,1,1
0,1,1,2,31,3048,62,1,4.796131655968748,1,1,1,3,0,1,1,14,3,1,1,0,4,0,3,0,0,1,3.068675509525551,2,1,0,0,0,1,1,1,1,1,0,0,2,3,0
1,1,1,5,26,1388,243,0,16.764959666050085,1,1,0,10,1,1,0,10,2,0,1,1,6,0,5,0,1,1,36.00016012490234,3,1,1,0,0,3,1,0,0,0,1,0,0,0,1
0,0,1,5,25,2411,79,1,6.533777485924779,0,1,1,5,0,1,0,6,1,1,1,1,8,1,4,0,1,1,15.593033823720932,2,1,1,1,1,3,0,1,1,0,1,0,1,0,0
1,0,0,1,20,1725,239,1,0.8473480995393038,0,0,0,1,0,2,0,10,0,0,0,0,1,0,3,1,0,1,19.71119546572034,2,1,0,0,1,1,1,1,1,1,0,1,2,2,1
0,0,0,2,16,401,58,0,49.04496094883437,1,0,0,8,1,1,1,5,0,1,0,1,3,0,1,0,2,0,33.13122716689405,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1
0,1,1,1,17,2653,68,1,0.5914695957147271,1,1,1,4,1,0,1,6,0,0,1,0,4,0,0,0,0,0,4.758709883136664,3,1,1,1,0,2,0,0,0,1,1,1,1,0,1
1,1,1,2,18,1515,129,0,53.28064779046827,0,0,0,9,0,0,0,13,0,1,0,0,8,0,4,1,0,1,2.9348755732125635,3,1,0,0,0,3,0,2,1,1,0,1,2,0,0
1,1,0,4,15,2031,202,1,4.6681908707285675,1,1,0,4,1,2,0,9,0,1,0,1,7,1,5,1,1,0,39.18618716684631,2,1,0,0,1,0,0,1,1,1,0,0,0,1,0
0,1,0,2,15,228,46,1,110.28293758031563,0,1,1,2,0,0,1,11,1,0,1,0,5,0,7,1,0,0,2.37058366221805,0,1,0,1,0,4,1,0,0,0,1,1,3,2,1
1,1,0,4,20,1598,85,0,27.78068141784862,1,0,0,3,0,2,1,15,0,1,0,1,9,1,4,1,0,0,1.8462721954785364,1,0,0,1,1,1,1,0,1,0,1,1,3,0,0
1,1,1,1,23,2584,255,1,39.838835911799315,0,1,1,5,0,1,1,9,0,0,1,1,3,1,5,0,0,1,6.489000791384778,1,0,1,1,1,4,1,0,0,0,0,1,1,2,0
1,1,0,3,15,267,75,1,3.512320984912505,0,0,0,10,0,1,1,15,1,0,0,0,9,1,2,0,0,1,7.620783115049763,3,0,0,1,0,1,1,0,1,1,1,1,3,1,1
0,1,0,2,13,1428,96,1,59.43768101366144,1,0,0,6,0,1,0,12,0,1,1,0,7,1,0,0,2,0,5.518636991456667,1,1,1,1,0,5,0,1,0,0,1,0,2,0,0
0,1,1,3,19,1816,226,0,54.8263891323877,0,0,0,7,1,2,0,11,0,0,0,0,5,0,7,1,0,0,27.066731499700133,3,1,0,0,1,0,0,2,0,1,1,1,0,3,1
0,0,0,3,30,1034,171,0,31.752286580669967,1,1,0,4,0,1,1,15,0,1,1,1,8,1,3,1,1,0,72.50240932941546,1,0,1,1,0,3,0,1,1,1,1,1,1,3,0
